Time Stamp,String
1581012452360299110,"$VNYMR,+057.793,+002.186,+000.081,+00.2045,+00.0293,+00.3842,+00.030,+00.166,-09.895,+00.023574,-00.009979,-00.045855*6A
"
1581012452385947942,"$VNYMR,+057.727,+002.178,+000.111,+00.2033,+00.0294,+00.3827,-00.058,-00.150,-10.107,+00.014925,-00.001797,-00.047151*6D
"
1581012452410414934,"$VNYMR,+057.657,+002.184,+000.135,+00.2021,+00.0282,+00.3798,+00.037,+00.050,-10.294,+00.011665,+00.008058,-00.047761*60
"
1581012452435277938,"$VNYMR,+057.588,+002.204,+000.155,+00.1998,+00.0283,+00.3783,+00.161,+00.038,-10.233,+00.006067,+00.018327,-00.047177*67
"
1581012452460236072,"$VNYMR,+057.519,+002.240,+000.156,+00.2008,+00.0221,+00.3757,+00.187,-00.181,-10.335,-00.006973,+00.029943,-00.047737*66
"
1581012452485332965,"$VNYMR,+057.455,+002.289,+000.124,+00.1962,+00.0261,+00.3781,+00.301,-00.389,-10.088,-00.024542,+00.039947,-00.044919*6F
"
1581012452510339021,"$VNYMR,+057.390,+002.346,+000.063,+00.1998,+00.0296,+00.3769,+00.208,-00.090,-09.849,-00.040167,+00.037820,-00.044668*62
"
1581012452535361051,"$VNYMR,+057.324,+002.399,-000.001,+00.1984,+00.0210,+00.3825,+00.217,+00.205,-09.708,-00.036986,+00.032687,-00.043752*6A
"
1581012452560276031,"$VNYMR,+057.256,+002.440,-000.050,+00.1972,+00.0186,+00.3741,+00.296,-00.021,-09.461,-00.031060,+00.027063,-00.045129*64
"
1581012452585206985,"$VNYMR,+057.186,+002.469,-000.092,+00.2008,+00.0221,+00.3812,+00.090,-00.122,-09.720,-00.029217,+00.019060,-00.047071*64
"
1581012452610241889,"$VNYMR,+057.113,+002.481,-000.137,+00.1971,+00.0149,+00.3783,-00.050,-00.053,-09.540,-00.021381,+00.008685,-00.053402*69
"
1581012452635497093,"$VNYMR,+057.037,+002.467,-000.174,+00.1969,+00.0100,+00.3811,+00.154,+00.808,-09.303,-00.002611,-00.014060,-00.055720*6D
"
1581012452660291910,"$VNYMR,+056.961,+002.427,-000.183,+00.2020,+00.0245,+00.3785,+00.514,+00.872,-08.966,-00.002240,-00.036040,-00.052067*69
"
1581012452685281991,"$VNYMR,+056.889,+002.371,-000.175,+00.2006,+00.0172,+00.3827,+00.298,-00.157,-09.577,-00.009886,-00.047502,-00.049658*6F
"
1581012452710592985,"$VNYMR,+056.820,+002.304,-000.180,+00.1997,+00.0221,+00.3714,-00.091,-00.425,-09.624,-00.017205,-00.049259,-00.045636*69
"
1581012452735148906,"$VNYMR,+056.754,+002.233,-000.204,+00.2008,+00.0233,+00.3812,+00.139,-00.122,-09.593,-00.013558,-00.044988,-00.045822*6B
"
1581012452760123968,"$VNYMR,+056.687,+002.164,-000.241,+00.2030,+00.0133,+00.3745,+00.772,+00.836,-09.358,-00.023897,-00.044792,-00.047320*60
"
1581012452785212039,"$VNYMR,+056.620,+002.108,-000.272,+00.2031,+00.0195,+00.3786,+00.844,+00.626,-09.019,-00.019556,-00.039753,-00.047787*61
"
1581012452810143947,"$VNYMR,+056.550,+002.063,-000.284,+00.2053,+00.0120,+00.3789,+00.554,+00.210,-08.923,-00.000178,-00.031010,-00.051630*6B
"
1581012452835297107,"$VNYMR,+056.475,+002.030,-000.278,+00.2052,+00.0107,+00.3817,+00.315,+00.453,-08.782,+00.016694,-00.024597,-00.051946*67
"
1581012452860172033,"$VNYMR,+056.397,+002.006,-000.262,+00.2076,+00.0106,+00.3749,+00.194,+00.418,-08.934,+00.016173,-00.017865,-00.054517*65
"
1581012452886135101,"$VNYMR,+056.318,+001.987,-000.251,+00.2040,+00.0096,+00.3830,-00.002,+00.136,-09.221,+00.013021,-00.008598,-00.054592*6D
"
1581012452910197019,"$VNYMR,+056.236,+001.969,-000.253,+00.2075,+00.0069,+00.3749,+00.189,-00.000,-09.389,+00.003883,-00.006424,-00.057818*65
"
1581012452935153007,"$VNYMR,+056.157,+001.950,-000.256,+00.2041,+00.0108,+00.3746,+00.454,-00.443,-09.166,+00.002969,-00.011411,-00.057383*68
"
1581012452960001945,"$VNYMR,+056.078,+001.929,-000.250,+00.2052,+00.0095,+00.3734,+00.464,-00.180,-09.172,+00.009216,-00.012156,-00.053550*63
"
1581012452985335111,"$VNYMR,+056.003,+001.904,-000.229,+00.2054,+00.0119,+00.3678,+00.465,+00.057,-09.657,+00.014868,-00.021517,-00.049776*6B
"
1581012453009972095,"$VNYMR,+055.927,+001.868,-000.192,+00.2040,+00.0046,+00.3719,+00.552,+00.411,-10.299,+00.022829,-00.028992,-00.053331*6E
"
1581012453035541057,"$VNYMR,+055.849,+001.824,-000.140,+00.2004,+00.0023,+00.3703,+00.576,+00.519,-10.601,+00.041674,-00.035272,-00.057909*6D
"
1581012453060640096,"$VNYMR,+055.770,+001.766,-000.083,+00.2053,+00.0070,+00.3623,+00.489,+00.176,-10.750,+00.045667,-00.044928,-00.057227*62
"
1581012453085010051,"$VNYMR,+055.689,+001.693,-000.025,+00.2029,+00.0071,+00.3621,+00.395,-00.755,-10.611,+00.044142,-00.055491,-00.057126*6F
"
1581012453110744953,"$VNYMR,+055.604,+001.607,+000.031,+00.2042,+00.0070,+00.3539,+00.406,-00.825,-10.181,+00.036299,-00.063399,-00.062357*61
"
1581012453135488033,"$VNYMR,+055.511,+001.510,+000.090,+00.2020,+00.0096,+00.3481,+00.653,-00.230,-10.513,+00.031805,-00.072680,-00.065916*68
"
1581012453160430908,"$VNYMR,+055.413,+001.413,+000.145,+00.2008,+00.0084,+00.3439,+00.477,-00.381,-10.941,+00.042304,-00.066454,-00.070954*6C
"
1581012453185019969,"$VNYMR,+055.307,+001.316,+000.177,+00.2009,+00.0133,+00.3438,+00.205,-00.882,-10.595,+00.033087,-00.063072,-00.075445*6D
"
1581012453210462093,"$VNYMR,+055.190,+001.223,+000.183,+00.2034,+00.0181,+00.3398,+00.173,-01.549,-09.407,-00.003833,-00.063343,-00.080932*68
"
1581012453235517978,"$VNYMR,+055.061,+001.138,+000.174,+00.1989,+00.0233,+00.3352,+00.512,-01.124,-09.886,-00.019321,-00.059270,-00.092084*63
"
1581012453260337114,"$VNYMR,+054.920,+001.066,+000.168,+00.2038,+00.0292,+00.3313,+00.698,-00.955,-09.606,-00.000470,-00.045464,-00.103050*6A
"
1581012453285651922,"$VNYMR,+054.760,+001.013,+000.157,+00.2014,+00.0269,+00.3312,+00.488,-01.455,-09.021,-00.002256,-00.031078,-00.114719*6F
"
1581012453310389995,"$VNYMR,+054.582,+000.975,+000.140,+00.2063,+00.0315,+00.3272,+00.418,-00.917,-08.802,-00.017336,-00.024792,-00.126618*6C
"
1581012453335326910,"$VNYMR,+054.383,+000.955,+000.126,+00.2052,+00.0353,+00.3285,+00.465,-00.310,-08.931,-00.013414,-00.011211,-00.144950*6B
"
1581012453360364913,"$VNYMR,+054.164,+000.951,+000.117,+00.2124,+00.0386,+00.3262,+00.591,-00.961,-09.019,+00.001314,+00.002753,-00.156479*63
"
1581012453385514020,"$VNYMR,+053.928,+000.957,+000.109,+00.2078,+00.0426,+00.3258,+00.415,-01.164,-08.793,-00.010000,+00.003931,-00.166278*6B
"
1581012453410381078,"$VNYMR,+053.679,+000.965,+000.102,+00.2159,+00.0397,+00.3292,+00.383,-00.294,-09.397,-00.008106,+00.004165,-00.176526*6A
"
1581012453435199975,"$VNYMR,+053.418,+000.976,+000.104,+00.2137,+00.0422,+00.3234,+00.262,-00.240,-09.711,+00.004625,+00.005563,-00.182101*6E
"
1581012453460266113,"$VNYMR,+053.150,+000.984,+000.119,+00.2245,+00.0491,+00.3282,+00.531,-01.253,-09.447,+00.020329,+00.008245,-00.187326*64
"
1581012453485268115,"$VNYMR,+052.876,+000.995,+000.136,+00.2221,+00.0517,+00.3308,+00.425,-01.368,-09.300,+00.011486,+00.006775,-00.189739*6E
"
1581012453510405063,"$VNYMR,+052.593,+001.012,+000.159,+00.2292,+00.0513,+00.3299,+00.456,-00.725,-09.626,+00.012994,+00.011637,-00.197357*65
"
1581012453535392045,"$VNYMR,+052.299,+001.044,+000.192,+00.2245,+00.0503,+00.3310,+00.620,-00.825,-09.830,+00.023272,+00.023971,-00.208894*6E
"
1581012453560223102,"$VNYMR,+051.991,+001.093,+000.217,+00.2338,+00.0474,+00.3386,+00.397,-01.230,-09.670,+00.024648,+00.038340,-00.219715*6D
"
1581012453585194110,"$VNYMR,+051.668,+001.155,+000.221,+00.2293,+00.0575,+00.3437,+00.455,-01.551,-09.687,+00.010895,+00.048015,-00.229194*67
"
1581012453610203981,"$VNYMR,+051.331,+001.227,+000.198,+00.2372,+00.0460,+00.3513,+00.317,-01.764,-09.551,-00.015241,+00.050701,-00.236017*67
"
1581012453637530088,"$VNYMR,+050.978,+001.301,+000.157,+00.2336,+00.0462,+00.3539,+00.597,-01.750,-09.382,-00.030318,+00.053726,-00.248321*6F
"
1581012453660427093,"$VNYMR,+050.611,+001.375,+000.112,+00.2358,+00.0399,+00.3569,+00.784,-01.427,-09.371,-00.032487,+00.050348,-00.258069*6E
"
1581012453685401916,"$VNYMR,+050.235,+001.441,+000.076,+00.2336,+00.0462,+00.3581,+00.694,-01.395,-09.512,-00.026991,+00.040769,-00.262462*60
"
1581012453710328102,"$VNYMR,+049.851,+001.498,+000.049,+00.2372,+00.0497,+00.3582,+00.697,-00.883,-09.733,-00.013512,+00.036250,-00.268774*6F
"
1581012453735574007,"$VNYMR,+049.460,+001.546,+000.037,+00.2359,+00.0473,+00.3596,+00.877,-00.833,-09.808,-00.000399,+00.029778,-00.273525*6A
"
1581012453760235071,"$VNYMR,+049.065,+001.577,+000.028,+00.2405,+00.0459,+00.3710,+00.893,-00.569,-09.845,+00.007055,+00.016247,-00.276492*63
"
1581012453785240888,"$VNYMR,+048.665,+001.595,+000.029,+00.2348,+00.0499,+00.3650,+00.927,-00.770,-10.031,+00.015380,+00.006811,-00.277614*64
"
1581012453810375928,"$VNYMR,+048.264,+001.596,+000.037,+00.2372,+00.0547,+00.3693,+00.886,-01.243,-09.849,+00.020581,-00.003493,-00.278265*61
"
1581012453835093975,"$VNYMR,+047.857,+001.583,+000.057,+00.2336,+00.0512,+00.3719,+00.601,-01.529,-09.733,+00.022804,-00.014623,-00.282466*60
"
1581012453860515117,"$VNYMR,+047.445,+001.549,+000.084,+00.2406,+00.0533,+00.3793,+00.481,-01.434,-09.695,+00.027539,-00.028156,-00.286842*6A
"
1581012453885238885,"$VNYMR,+047.029,+001.499,+000.121,+00.2327,+00.0595,+00.3759,+00.538,-01.525,-09.596,+00.037314,-00.038080,-00.292583*6C
"
1581012453910284042,"$VNYMR,+046.604,+001.437,+000.169,+00.2397,+00.0616,+00.3902,+00.585,-01.386,-09.721,+00.037980,-00.046717,-00.295655*60
"
1581012453935523033,"$VNYMR,+046.174,+001.375,+000.226,+00.2337,+00.0570,+00.3829,+00.342,-01.450,-09.638,+00.034209,-00.047166,-00.298995*66
"
1581012453960259914,"$VNYMR,+045.740,+001.319,+000.276,+00.2361,+00.0581,+00.3900,+00.369,-01.544,-09.897,+00.030312,-00.039129,-00.301642*63
"
1581012453985080957,"$VNYMR,+045.300,+001.273,+000.321,+00.2333,+00.0497,+00.4024,+00.327,-01.383,-09.937,+00.033494,-00.028174,-00.306642*6D
"
1581012454010144948,"$VNYMR,+044.856,+001.244,+000.355,+00.2359,+00.0570,+00.4039,+00.331,-01.566,-09.913,+00.015888,-00.017231,-00.307727*6F
"
1581012454035392045,"$VNYMR,+044.410,+001.238,+000.371,+00.2275,+00.0575,+00.4158,+00.139,-01.246,-10.024,+00.005476,-00.001130,-00.306686*68
"
1581012454060089111,"$VNYMR,+043.963,+001.258,+000.375,+00.2298,+00.0549,+00.4188,+00.267,-01.487,-09.936,-00.004816,+00.016841,-00.307756*6B
"
1581012454085094928,"$VNYMR,+043.518,+001.302,+000.369,+00.2238,+00.0564,+00.4253,+00.247,-01.714,-09.787,-00.014854,+00.034974,-00.308491*60
"
1581012454110384941,"$VNYMR,+043.074,+001.368,+000.352,+00.2226,+00.0578,+00.4321,+00.326,-01.746,-09.809,-00.019522,+00.048782,-00.306356*6A
"
1581012454135535001,"$VNYMR,+042.632,+001.449,+000.326,+00.2190,+00.0605,+00.4457,+00.517,-01.811,-09.814,-00.028227,+00.056568,-00.307061*63
"
1581012454160538911,"$VNYMR,+042.189,+001.541,+000.291,+00.2166,+00.0557,+00.4401,+00.299,-01.789,-09.958,-00.032393,+00.060340,-00.308140*69
"
1581012454185038089,"$VNYMR,+041.750,+001.627,+000.243,+00.2083,+00.0561,+00.4450,+00.638,-02.006,-09.887,-00.029320,+00.054195,-00.302926*6D
"
1581012454210547924,"$VNYMR,+041.312,+001.704,+000.179,+00.2043,+00.0490,+00.4726,+00.682,-01.652,-09.796,-00.036656,+00.047936,-00.302378*66
"
1581012454235095977,"$VNYMR,+040.875,+001.764,+000.106,+00.1983,+00.0469,+00.4764,+00.907,-01.299,-09.634,-00.038190,+00.036363,-00.303463*6E
"
1581012454260668039,"$VNYMR,+040.441,+001.804,+000.048,+00.1923,+00.0460,+00.4788,+00.916,-01.687,-09.491,-00.029147,+00.021012,-00.300232*68
"
1581012454285350084,"$VNYMR,+040.014,+001.827,-000.005,+00.1841,+00.0477,+00.4796,+00.787,-01.010,-09.609,-00.025082,+00.013100,-00.293178*62
"
1581012454310399055,"$VNYMR,+039.592,+001.846,-000.063,+00.1830,+00.0515,+00.4836,+00.876,-01.030,-09.363,-00.034774,+00.013368,-00.291636*61
"
1581012454335318088,"$VNYMR,+039.172,+001.868,-000.131,+00.1747,+00.0519,+00.4831,+00.791,-00.695,-09.440,-00.032620,+00.017504,-00.289901*61
"
1581012454360424041,"$VNYMR,+038.759,+001.891,-000.186,+00.1663,+00.0450,+00.4854,+00.463,-01.025,-09.446,-00.027444,+00.021285,-00.286107*67
"
1581012454385596036,"$VNYMR,+038.351,+001.917,-000.234,+00.1595,+00.0552,+00.4793,+00.655,-00.615,-09.138,-00.022922,+00.018508,-00.281336*6B
"
1581012454410859107,"$VNYMR,+037.943,+001.949,-000.271,+00.1499,+00.0508,+00.4787,+00.842,-00.293,-09.106,-00.018719,+00.023423,-00.281810*6F
"
1581012454435700893,"$VNYMR,+037.538,+001.991,-000.297,+00.1441,+00.0511,+00.4769,+00.881,-00.949,-09.054,-00.016907,+00.030182,-00.281486*6A
"
1581012454460335969,"$VNYMR,+037.134,+002.033,-000.312,+00.1382,+00.0502,+00.4710,+00.762,-00.711,-09.123,+00.002891,+00.032487,-00.278717*6A
"
1581012454485335111,"$VNYMR,+036.732,+002.078,-000.302,+00.1290,+00.0544,+00.4620,+00.847,-00.844,-08.997,+00.015026,+00.031787,-00.276955*62
"
1581012454510502099,"$VNYMR,+036.332,+002.135,-000.274,+00.1258,+00.0681,+00.4602,+00.786,-00.994,-09.310,+00.032437,+00.042026,-00.276278*67
"
1581012454535216093,"$VNYMR,+035.935,+002.196,-000.243,+00.1139,+00.0638,+00.4539,+00.742,-00.419,-09.723,+00.033792,+00.046194,-00.272677*63
"
1581012454560394048,"$VNYMR,+035.546,+002.266,-000.225,+00.1142,+00.0699,+00.4469,+00.660,-00.833,-09.892,+00.015898,+00.050515,-00.268359*6D
"
1581012454585253000,"$VNYMR,+035.166,+002.341,-000.229,+00.1106,+00.0676,+00.4425,+00.688,-01.019,-10.138,+00.005570,+00.053621,-00.261843*68
"
1581012454610433101,"$VNYMR,+034.791,+002.417,-000.246,+00.1047,+00.0667,+00.4352,+00.557,-01.011,-10.286,-00.002220,+00.053056,-00.256406*6A
"
1581012454635646104,"$VNYMR,+034.427,+002.486,-000.258,+00.1026,+00.0742,+00.4294,+00.732,-00.887,-10.461,+00.009811,+00.048058,-00.248392*65
"
1581012454660460948,"$VNYMR,+034.069,+002.545,-000.260,+00.1029,+00.0816,+00.4210,+00.720,-00.609,-10.542,+00.017119,+00.039561,-00.247398*6A
"
1581012454685269117,"$VNYMR,+033.714,+002.588,-000.255,+00.1028,+00.0766,+00.4183,+00.825,-00.444,-10.459,+00.017531,+00.024801,-00.244618*6A
"
1581012454710284948,"$VNYMR,+033.361,+002.611,-000.247,+00.1065,+00.0776,+00.4075,+00.755,-00.739,-10.429,+00.017088,+00.008645,-00.242649*6F
"
1581012454735552072,"$VNYMR,+033.010,+002.610,-000.249,+00.1019,+00.0803,+00.4002,+00.962,+00.346,-09.835,+00.013134,-00.013052,-00.240665*68
"
1581012454760309934,"$VNYMR,+032.659,+002.586,-000.246,+00.1043,+00.0826,+00.4017,+00.708,-00.781,-09.889,+00.015042,-00.026071,-00.246753*62
"
1581012454785361051,"$VNYMR,+032.308,+002.544,-000.216,+00.1094,+00.0910,+00.3908,+00.458,-00.748,-10.630,+00.074348,-00.024226,-00.240392*62
"
1581012454810551881,"$VNYMR,+031.956,+002.484,-000.150,+00.1118,+00.0921,+00.3854,+01.473,+01.307,-09.807,+00.073886,-00.039665,-00.234397*66
"
1581012454835127115,"$VNYMR,+031.621,+002.403,-000.035,+00.1118,+00.0920,+00.3827,+00.091,-01.407,-09.129,+00.071148,-00.062144,-00.238968*69
"
1581012454860397100,"$VNYMR,+031.276,+002.309,+000.063,+00.1168,+00.0979,+00.3746,+01.049,-01.507,-09.202,+00.101563,-00.062212,-00.243593*64
"
1581012454885292053,"$VNYMR,+030.935,+002.211,+000.100,+00.1204,+00.0977,+00.3693,+00.659,+02.483,-08.889,+00.061853,-00.070559,-00.225898*69
"
1581012454910233974,"$VNYMR,+030.601,+002.104,+000.109,+00.1216,+00.0989,+00.3652,+00.802,-02.057,-09.073,-00.077180,-00.084720,-00.242962*63
"
1581012454935139894,"$VNYMR,+030.263,+001.999,+000.068,+00.1253,+00.1036,+00.3626,-00.660,-05.910,-09.331,-00.074228,-00.078070,-00.231372*6C
"
1581012454960158109,"$VNYMR,+029.933,+001.896,-000.040,+00.1291,+00.1083,+00.3503,-00.029,-02.174,-08.337,-00.039631,-00.066571,-00.223427*67
"
1581012454985167980,"$VNYMR,+029.597,+001.791,-000.157,+00.1326,+00.1068,+00.3492,-00.285,+00.931,-09.941,-00.045149,-00.073499,-00.235605*6D
"
1581012455010413885,"$VNYMR,+029.270,+001.698,-000.190,+00.1364,+00.1140,+00.3465,+00.709,+01.104,-09.808,-00.010719,-00.069006,-00.218082*6D
"
1581012455035317897,"$VNYMR,+028.952,+001.614,-000.185,+00.1400,+00.1163,+00.3426,+00.385,+00.507,-09.999,-00.002517,-00.056623,-00.224712*68
"
1581012455060100078,"$VNYMR,+028.625,+001.549,-000.187,+00.1484,+00.1195,+00.3417,+00.470,-00.367,-09.382,+00.014453,-00.033660,-00.230756*63
"
1581012455085071086,"$VNYMR,+028.291,+001.495,-000.192,+00.1486,+00.1257,+00.3361,+00.004,-00.085,-09.651,+00.012847,-00.033371,-00.234726*6F
"
1581012455110815048,"$VNYMR,+027.952,+001.454,-000.193,+00.1510,+00.1305,+00.3390,+00.334,+00.403,-09.412,+00.016264,-00.024317,-00.237840*62
"
1581012455135381937,"$VNYMR,+027.606,+001.412,-000.200,+00.1606,+00.1287,+00.3271,+00.300,+00.468,-09.794,-00.005922,-00.030944,-00.239490*6A
"
1581012455160515069,"$VNYMR,+027.261,+001.373,-000.180,+00.1648,+00.1353,+00.3300,+00.363,+00.009,-10.482,+00.019646,-00.026319,-00.240586*60
"
1581012455184915065,"$VNYMR,+026.917,+001.331,-000.178,+00.1637,+00.1378,+00.3244,-00.527,-00.909,-09.901,-00.040965,-00.038243,-00.232925*6E
"
1581012455210503101,"$VNYMR,+026.589,+001.286,-000.221,+00.1674,+00.1438,+00.3343,+01.317,-02.925,-09.840,-00.051959,-00.038946,-00.232969*66
"
1581012455235449075,"$VNYMR,+026.235,+001.227,-000.338,+00.1662,+00.1426,+00.3300,-00.867,-00.326,-09.980,-00.037730,-00.037012,-00.255743*67
"
1581012455260452985,"$VNYMR,+025.894,+001.143,-000.437,+00.1708,+00.1387,+00.3290,-01.477,-00.669,-10.229,-00.043501,-00.057313,-00.229125*6D
"
1581012455285079002,"$VNYMR,+025.561,+001.067,-000.488,+00.1730,+00.1299,+00.3223,+00.279,-03.100,-11.633,-00.028331,-00.052399,-00.246133*6F
"
1581012455310553073,"$VNYMR,+025.211,+001.007,-000.484,+00.1758,+00.1408,+00.3140,+00.004,-01.051,-09.627,+00.051260,-00.020218,-00.244025*64
"
1581012455334880113,"$VNYMR,+024.885,+000.933,-000.438,+00.1870,+00.1204,+00.3206,-01.339,-02.970,-10.259,+00.060751,-00.046251,-00.240777*6E
"
1581012455360384941,"$VNYMR,+024.540,+000.885,-000.460,+00.1941,+00.1200,+00.3183,-00.112,+02.353,-12.841,+00.086789,-00.004402,-00.251135*6F
"
1581012455385610103,"$VNYMR,+024.179,+000.882,-000.469,+00.1927,+00.1090,+00.3183,+00.431,+02.465,-10.372,+00.021163,+00.008715,-00.249846*69
"
1581012455410439968,"$VNYMR,+023.820,+000.895,-000.447,+00.1996,+00.1037,+00.3272,-00.104,+00.121,-09.757,-00.009079,+00.007663,-00.250281*62
"
1581012455435307025,"$VNYMR,+023.468,+000.921,-000.361,+00.1972,+00.1038,+00.3298,-00.104,-01.106,-09.589,+00.065580,+00.022759,-00.245328*6B
"
1581012455460445880,"$VNYMR,+023.113,+000.959,-000.237,+00.2004,+00.0950,+00.3399,-00.050,-01.530,-08.680,+00.077356,+00.029458,-00.252433*64
"
1581012455485270977,"$VNYMR,+022.752,+001.013,-000.144,+00.1990,+00.0889,+00.3469,-00.254,-00.754,-08.963,+00.066216,+00.048539,-00.250277*68
"
1581012455512048006,"$VNYMR,+022.396,+001.083,-000.069,+00.1942,+00.0892,+00.3521,-00.309,-01.180,-08.628,+00.054609,+00.046365,-00.241448*6C
"
1581012455535276889,"$VNYMR,+022.046,+001.154,-000.017,+00.1939,+00.0843,+00.3674,+00.804,-01.225,-09.096,+00.035063,+00.043727,-00.245257*6B
"
1581012455560740947,"$VNYMR,+021.681,+001.211,-000.029,+00.1927,+00.0869,+00.3771,+00.490,-00.260,-09.480,-00.023434,+00.032114,-00.255368*60
"
1581012455585314989,"$VNYMR,+021.316,+001.263,-000.030,+00.1817,+00.0777,+00.3918,+00.508,-01.488,-08.996,-00.015264,+00.030846,-00.251817*62
"
1581012455612174034,"$VNYMR,+020.949,+001.302,-000.052,+00.1697,+00.0759,+00.4007,-00.676,-01.278,-08.417,-00.016640,+00.024781,-00.260628*6A
"
1581012455635857105,"$VNYMR,+020.575,+001.312,-000.070,+00.1769,+00.0854,+00.4122,+00.246,-01.696,-09.006,+00.020017,+00.006411,-00.262349*61
"
1581012455660254955,"$VNYMR,+020.193,+001.286,-000.059,+00.1719,+00.0758,+00.4189,+00.081,-01.656,-09.118,+00.036510,-00.019582,-00.268286*6A
"
1581012455685399055,"$VNYMR,+019.801,+001.234,-000.026,+00.1778,+00.0792,+00.4207,-00.188,-00.984,-09.179,+00.048280,-00.039752,-00.278176*68
"
1581012455710416078,"$VNYMR,+019.409,+001.172,+000.016,+00.1793,+00.0903,+00.4220,-00.409,-00.541,-10.221,+00.068399,-00.036612,-00.274634*6D
"
1581012455735498905,"$VNYMR,+019.028,+001.106,+000.081,+00.1829,+00.0938,+00.4264,-00.442,-02.487,-08.975,+00.087319,-00.046832,-00.274708*68
"
1581012455760258913,"$VNYMR,+018.634,+001.032,+000.113,+00.1949,+00.1018,+00.4257,-00.557,+00.488,-10.750,+00.074158,-00.047034,-00.278322*69
"
1581012455785181999,"$VNYMR,+018.247,+000.966,+000.108,+00.1974,+00.1091,+00.4327,-00.951,+00.138,-11.100,-00.025079,-00.045994,-00.270305*69
"
1581012455810352087,"$VNYMR,+017.875,+000.894,+000.014,+00.1999,+00.1139,+00.4314,-00.146,-04.470,-10.208,-00.127237,-00.056006,-00.253616*6F
"
1581012455835244894,"$VNYMR,+017.505,+000.829,-000.178,+00.2023,+00.1163,+00.4343,+00.820,-03.046,-10.444,-00.114394,-00.039082,-00.255990*65
"
1581012455860327005,"$VNYMR,+017.134,+000.789,-000.396,+00.2158,+00.1341,+00.4391,+00.153,+00.504,-10.534,-00.101251,-00.013315,-00.256075*61
"
1581012455885499000,"$VNYMR,+016.767,+000.764,-000.607,+00.2121,+00.1281,+00.4362,-01.013,-00.570,-10.844,-00.149446,-00.008959,-00.254520*6F
"
1581012455910207033,"$VNYMR,+016.408,+000.768,-000.758,+00.2145,+00.1317,+00.4433,-00.056,-02.033,-11.556,-00.069130,+00.012459,-00.248517*6C
"
1581012455935174942,"$VNYMR,+016.050,+000.788,-000.786,+00.2110,+00.1331,+00.4361,-00.011,-00.131,-11.070,+00.003860,+00.012780,-00.254780*6F
"
1581012455960197925,"$VNYMR,+015.680,+000.805,-000.716,+00.2158,+00.1366,+00.4391,+00.237,+00.945,-10.660,+00.067130,+00.013104,-00.259263*6E
"
1581012455985162019,"$VNYMR,+015.308,+000.825,-000.633,+00.2218,+00.1387,+00.4395,-00.207,+01.577,-10.321,+00.072055,+00.020218,-00.259153*62
"
1581012456010133981,"$VNYMR,+014.939,+000.844,-000.536,+00.2231,+00.1461,+00.4492,-00.371,+00.976,-10.170,+00.076596,+00.018431,-00.260288*63
"
1581012456035258054,"$VNYMR,+014.556,+000.849,-000.397,+00.2267,+00.1509,+00.4508,-00.212,+00.400,-08.881,+00.102442,+00.008857,-00.268904*6E
"
1581012456060097932,"$VNYMR,+014.172,+000.847,-000.268,+00.2124,+00.1479,+00.4526,+00.190,+01.753,-09.711,+00.069782,-00.000386,-00.260138*64
"
1581012456085247993,"$VNYMR,+013.797,+000.851,-000.144,+00.2194,+00.1476,+00.4615,+00.911,-01.870,-09.194,+00.041160,+00.005755,-00.264012*65
"
1581012456110584974,"$VNYMR,+013.411,+000.854,-000.057,+00.2195,+00.1550,+00.4711,-01.007,-02.852,-09.009,+00.038518,+00.004863,-00.261933*61
"
1581012456135201930,"$VNYMR,+013.028,+000.860,+000.050,+00.2172,+00.1564,+00.4737,-00.242,-01.616,-09.732,+00.093524,+00.008487,-00.265424*68
"
1581012456160525083,"$VNYMR,+012.633,+000.867,+000.159,+00.2111,+00.1493,+00.4692,+00.155,-00.141,-08.351,+00.085037,+00.007494,-00.283904*65
"
1581012456185159921,"$VNYMR,+012.226,+000.863,+000.263,+00.2075,+00.1470,+00.4732,-00.306,-00.209,-08.364,+00.075141,-00.007136,-00.281596*64
"
1581012456210776090,"$VNYMR,+011.825,+000.853,+000.364,+00.2073,+00.1446,+00.4829,-00.472,-02.173,-08.748,+00.058596,-00.006764,-00.285320*61
"
1581012456235435009,"$VNYMR,+011.406,+000.845,+000.471,+00.2063,+00.1521,+00.4870,-00.611,-02.340,-08.403,+00.086076,-00.008007,-00.299986*63
"
1581012456260433912,"$VNYMR,+010.984,+000.828,+000.609,+00.2063,+00.1546,+00.4855,+00.340,-00.702,-07.838,+00.118413,-00.014081,-00.290140*60
"
1581012456285428047,"$VNYMR,+010.572,+000.799,+000.756,+00.2003,+00.1487,+00.4880,+00.292,-00.852,-07.618,+00.110328,-00.035931,-00.286367*67
"
1581012456310466051,"$VNYMR,+010.149,+000.755,+000.862,+00.1955,+00.1490,+00.4877,+00.055,+01.257,-08.868,+00.068070,-00.042829,-00.291979*68
"
1581012456335566043,"$VNYMR,+009.725,+000.705,+000.979,+00.1883,+00.1432,+00.4859,-00.555,-00.357,-09.132,+00.054253,-00.045329,-00.294562*6D
"
1581012456360481977,"$VNYMR,+009.302,+000.638,+001.106,+00.1883,+00.1457,+00.4914,-00.760,-02.316,-07.834,+00.099717,-00.049286,-00.292545*64
"
